resource_id,name,state_name,district_name,district_key,resource_type,source_dataset,observation_year,temperature,dissolved_oxygen,ph,tds,turbidity,ecoli,nitrate,arsenic,fluoride,quality_status,latitude,longitude,water_quality_score
27107,Village_27107,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.65,648.0,2.96,,,0.073,0.82,unsafe,,,75.0
27108,Village_27108,Madhya Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.59,304.0,2.02,,,0.055,2.43,unsafe,,,85.0
27109,Village_27109,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.46,507.0,2.11,,,0.026,0.21,unsafe,,,75.0
27110,Village_27110,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.84,394.0,4.43,,,0.07,0.82,unsafe,,,75.0
27111,Village_27111,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.28,1024.0,4.41,,,0.019,0.46,unsafe,,,60.0
27112,Village_27112,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.53,1093.0,2.43,,,0.078,0.97,unsafe,,,75.0
27113,Village_27113,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.86,1408.0,1.15,,,0.061,0.33,unsafe,,,75.0
27114,Village_27114,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.0,681.0,3.7,,,0.029,1.01,unsafe,,,75.0
27115,Village_27115,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.18,1224.0,2.36,,,0.096,2.6,unsafe,,,70.0
27116,Village_27116,West Bengal,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.72,1151.0,4.27,,,0.05,0.26,unsafe,,,60.0
27117,Village_27117,Maharashtra,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.33,613.0,3.67,,,0.065,1.13,unsafe,,,75.0
27118,Village_27118,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.44,426.0,3.35,,,0.05,2.14,unsafe,,,85.0
27119,Village_27119,Maharashtra,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.96,707.0,2.25,,,0.01,2.1,unsafe,,,80.0
27120,Village_27120,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.49,1139.0,1.77,,,0.061,1.98,unsafe,,,70.0
27121,Village_27121,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.44,217.0,3.46,,,0.057,1.37,unsafe,,,90.0
27122,Village_27122,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.52,667.0,4.37,,,0.032,1.74,unsafe,,,55.0
27123,Village_27123,Bihar,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.49,862.0,4.7,,,0.051,2.58,unsafe,,,55.0
27124,Village_27124,West Bengal,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.48,1394.0,3.88,,,0.093,2.77,unsafe,,,70.0
27125,Village_27125,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.06,529.0,4.03,,,0.032,1.25,unsafe,,,60.0
27126,Village_27126,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.44,353.0,2.86,,,0.074,0.68,unsafe,,,90.0
27127,Village_27127,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.36,836.0,2.74,,,0.044,1.19,unsafe,,,75.0
27128,Village_27128,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.56,984.0,2.53,,,0.005,1.26,unsafe,,,85.0
27129,Village_27129,Tamil Nadu,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.4,581.0,1.73,,,0.083,0.68,unsafe,,,75.0
27130,Village_27130,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.67,416.0,1.03,,,0.012,1.44,unsafe,,,90.0
27131,Village_27131,Gujarat,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.53,926.0,1.62,,,0.008,0.51,unsafe,,,85.0
27132,Village_27132,Rajasthan,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.09,794.0,4.49,,,0.0,1.62,unsafe,,,65.0
27133,Village_27133,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.22,1455.0,4.09,,,0.014,2.81,unsafe,,,55.0
27134,Village_27134,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.22,381.0,2.37,,,0.078,0.44,unsafe,,,90.0
27135,Village_27135,Rajasthan,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.76,1330.0,1.69,,,0.074,1.02,unsafe,,,75.0
27136,Village_27136,Uttar Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.15,349.0,2.63,,,0.045,2.14,unsafe,,,85.0
27137,Village_27137,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.96,1006.0,2.08,,,0.027,2.93,unsafe,,,70.0
27138,Village_27138,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.05,694.0,2.54,,,0.065,1.46,unsafe,,,75.0
27139,Village_27139,Uttar Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.46,1019.0,4.85,,,0.065,2.1,unsafe,,,55.0
27140,Village_27140,West Bengal,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.16,454.0,4.42,,,0.077,1.76,unsafe,,,70.0
27141,Village_27141,Bihar,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.47,1349.0,1.68,,,0.03,1.42,unsafe,,,75.0
27142,Village_27142,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.14,401.0,1.05,,,0.096,2.05,unsafe,,,85.0
27143,Village_27143,Rajasthan,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.25,1099.0,3.51,,,0.067,2.13,unsafe,,,70.0
27144,Village_27144,Uttar Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.42,265.0,2.03,,,0.069,2.27,unsafe,,,85.0
27145,Village_27145,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.14,275.0,3.09,,,0.037,1.42,unsafe,,,90.0
27146,Village_27146,Bihar,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.24,635.0,4.15,,,0.095,2.74,unsafe,,,55.0
27147,Village_27147,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.93,1446.0,4.77,,,0.052,0.39,unsafe,,,60.0
27148,Village_27148,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.29,795.0,4.13,,,0.09,2.7,unsafe,,,55.0
27149,Village_27149,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.09,948.0,1.41,,,0.064,2.06,unsafe,,,70.0
27150,Village_27150,Madhya Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.13,909.0,4.23,,,0.045,1.06,unsafe,,,60.0
27151,Village_27151,Madhya Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.59,515.0,1.66,,,0.072,0.95,unsafe,,,75.0
27152,Village_27152,Madhya Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.76,272.0,2.46,,,0.076,1.43,unsafe,,,90.0
27153,Village_27153,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.48,208.0,2.44,,,0.042,1.57,unsafe,,,85.0
27154,Village_27154,Maharashtra,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.07,1277.0,1.23,,,0.017,0.97,unsafe,,,75.0
27155,Village_27155,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.03,545.0,1.26,,,0.001,1.56,unsafe,,,80.0
27156,Village_27156,Uttar Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.53,1018.0,3.87,,,0.049,2.13,unsafe,,,70.0
27157,Village_27157,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.09,757.0,4.34,,,0.054,2.0,unsafe,,,55.0
27158,Village_27158,Rajasthan,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.05,1395.0,3.78,,,0.091,1.77,unsafe,,,70.0
27159,Village_27159,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.52,567.0,1.74,,,0.021,0.96,unsafe,,,75.0
27160,Village_27160,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.35,390.0,2.27,,,0.057,2.49,unsafe,,,85.0
27161,Village_27161,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.92,1439.0,5.0,,,0.045,2.45,unsafe,,,55.0
27162,Village_27162,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.28,791.0,2.01,,,0.066,1.38,unsafe,,,75.0
27163,Village_27163,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.75,1132.0,4.71,,,0.024,0.21,unsafe,,,60.0
27164,Village_27164,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.38,507.0,3.63,,,0.031,1.74,unsafe,,,70.0
27165,Village_27165,Madhya Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.11,628.0,3.92,,,0.06,2.56,unsafe,,,70.0
27166,Village_27166,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.86,1235.0,4.07,,,0.042,2.5,unsafe,,,55.0
27167,Village_27167,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.85,1041.0,1.76,,,0.084,0.27,unsafe,,,75.0
27168,Village_27168,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.28,1010.0,1.03,,,0.064,0.61,unsafe,,,75.0
27169,Village_27169,Bihar,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.98,1122.0,1.54,,,0.009,1.93,unsafe,,,80.0
27170,Village_27170,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.7,239.0,2.24,,,0.04,2.11,unsafe,,,85.0
27171,Village_27171,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.38,489.0,2.08,,,0.053,0.93,unsafe,,,90.0
27172,Village_27172,Gujarat,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.8,227.0,1.79,,,0.036,0.83,unsafe,,,90.0
27173,Village_27173,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.98,1171.0,2.92,,,0.014,2.65,unsafe,,,70.0
27174,Village_27174,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.52,585.0,2.16,,,0.045,1.43,unsafe,,,75.0
27175,Village_27175,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.1,1135.0,3.5,,,0.078,0.28,unsafe,,,75.0
27176,Village_27176,West Bengal,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.84,992.0,1.91,,,0.021,0.81,unsafe,,,75.0
27177,Village_27177,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.32,607.0,2.76,,,0.084,1.1,unsafe,,,75.0
27178,Village_27178,Gujarat,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.85,718.0,3.15,,,0.036,1.1,unsafe,,,75.0
27179,Village_27179,Uttar Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.25,734.0,4.16,,,0.019,0.6,unsafe,,,60.0
27180,Village_27180,West Bengal,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.37,850.0,4.96,,,0.01,0.36,unsafe,,,70.0
27181,Village_27181,Madhya Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.03,492.0,4.97,,,0.099,1.07,unsafe,,,75.0
27182,Village_27182,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.75,1086.0,3.99,,,0.015,2.29,unsafe,,,70.0
27183,Village_27183,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.21,1127.0,4.04,,,0.063,2.07,unsafe,,,55.0
27184,Village_27184,Madhya Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.33,1132.0,3.93,,,0.061,2.63,unsafe,,,70.0
27185,Village_27185,Tamil Nadu,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.12,1280.0,1.42,,,0.01,2.32,unsafe,,,80.0
27186,Village_27186,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.88,966.0,1.36,,,0.098,1.79,unsafe,,,70.0
27187,Village_27187,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.13,1465.0,4.58,,,0.041,0.55,unsafe,,,60.0
27188,Village_27188,Maharashtra,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.0,251.0,1.16,,,0.059,1.02,unsafe,,,90.0
27189,Village_27189,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.44,630.0,3.78,,,0.086,0.68,unsafe,,,75.0
27190,Village_27190,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.64,643.0,1.03,,,0.066,2.9,unsafe,,,70.0
27191,Village_27191,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.47,620.0,4.25,,,0.071,1.39,unsafe,,,60.0
27192,Village_27192,Tamil Nadu,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.79,1187.0,1.06,,,0.034,2.41,unsafe,,,70.0
27193,Village_27193,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.13,708.0,2.46,,,0.059,0.33,unsafe,,,75.0
27194,Village_27194,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.15,795.0,1.24,,,0.093,1.64,unsafe,,,70.0
27195,Village_27195,Bihar,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.01,1499.0,1.91,,,0.052,1.09,unsafe,,,75.0
27196,Village_27196,Madhya Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.39,218.0,3.32,,,0.062,0.42,unsafe,,,90.0
27197,Village_27197,Bihar,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.63,1167.0,1.43,,,0.084,0.29,unsafe,,,75.0
27198,Village_27198,Rajasthan,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.62,340.0,1.44,,,0.014,2.42,unsafe,,,85.0
27199,Village_27199,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.14,1200.0,3.17,,,0.025,0.42,unsafe,,,75.0
27200,Village_27200,Rajasthan,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.38,496.0,4.33,,,0.021,1.01,unsafe,,,75.0
27201,Village_27201,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.07,1229.0,2.9,,,0.061,0.25,unsafe,,,75.0
27202,Village_27202,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.06,314.0,1.93,,,0.016,1.32,unsafe,,,90.0
27203,Village_27203,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.21,348.0,4.89,,,0.06,1.39,unsafe,,,75.0
27204,Village_27204,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.0,947.0,3.51,,,0.026,2.46,unsafe,,,70.0
27205,Village_27205,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.07,1044.0,4.61,,,0.086,1.35,unsafe,,,60.0
27206,Village_27206,Tamil Nadu,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.87,270.0,3.77,,,0.005,1.93,unsafe,,,95.0
27207,Village_27207,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.45,1140.0,4.18,,,0.053,1.3,unsafe,,,60.0
27208,Village_27208,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.29,481.0,3.93,,,0.061,0.76,unsafe,,,90.0
27209,Village_27209,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.02,799.0,1.49,,,0.029,1.87,unsafe,,,70.0
27210,Village_27210,Gujarat,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.94,510.0,1.43,,,0.002,2.23,unsafe,,,80.0
27211,Village_27211,Bihar,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.12,1460.0,1.79,,,0.072,2.02,unsafe,,,70.0
27212,Village_27212,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.65,1247.0,4.81,,,0.011,0.56,unsafe,,,60.0
27213,Village_27213,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.1,442.0,4.18,,,0.019,1.54,unsafe,,,70.0
27214,Village_27214,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.4,1142.0,3.38,,,0.072,2.33,unsafe,,,70.0
27215,Village_27215,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.27,551.0,2.15,,,0.064,1.05,unsafe,,,75.0
27216,Village_27216,Rajasthan,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.5,942.0,2.03,,,0.037,1.57,unsafe,,,70.0
27217,Village_27217,West Bengal,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.96,1462.0,3.03,,,0.034,0.69,unsafe,,,75.0
27218,Village_27218,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.45,1395.0,2.7,,,0.01,0.35,unsafe,,,85.0
27219,Village_27219,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.4,1145.0,2.59,,,0.063,2.11,unsafe,,,70.0
27220,Village_27220,Maharashtra,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.79,1467.0,1.14,,,0.098,1.62,unsafe,,,70.0
27221,Village_27221,Madhya Pradesh,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.13,777.0,2.8,,,0.093,2.16,unsafe,,,70.0
27222,Village_27222,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,6.56,1118.0,2.09,,,0.078,2.64,unsafe,,,70.0
27223,Village_27223,Madhya Pradesh,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.9,865.0,2.43,,,0.038,2.72,unsafe,,,70.0
27224,Village_27224,Rajasthan,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.24,957.0,2.5,,,0.068,0.99,unsafe,,,75.0
27225,Village_27225,Maharashtra,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.55,1450.0,1.39,,,0.09,2.6,unsafe,,,70.0
27226,Village_27226,Maharashtra,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.05,1168.0,3.66,,,0.043,1.76,unsafe,,,70.0
27227,Village_27227,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.27,363.0,3.89,,,0.03,1.72,unsafe,,,85.0
27228,Village_27228,Madhya Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.5,426.0,2.48,,,0.012,1.68,unsafe,,,85.0
27229,Village_27229,Tamil Nadu,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.72,341.0,4.35,,,0.057,2.52,unsafe,,,70.0
27230,Village_27230,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.05,518.0,2.89,,,0.032,2.77,unsafe,,,70.0
27231,Village_27231,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.26,1060.0,4.73,,,0.097,0.64,unsafe,,,60.0
27232,Village_27232,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.8,295.0,4.37,,,0.008,1.0,safe,,,85.0
27233,Village_27233,Uttar Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,8.45,1180.0,3.99,,,0.025,0.76,unsafe,,,75.0
27234,Village_27234,Rajasthan,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.49,301.0,2.77,,,0.059,2.77,unsafe,,,85.0
27235,Village_27235,Maharashtra,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.98,1380.0,4.42,,,0.032,2.26,unsafe,,,55.0
27236,Village_27236,Uttar Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.56,909.0,1.41,,,0.037,1.59,unsafe,,,70.0
27237,Village_27237,Madhya Pradesh,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.12,1308.0,1.06,,,0.071,1.71,unsafe,,,70.0
27238,Village_27238,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,8.11,265.0,2.81,,,0.083,1.13,unsafe,,,90.0
27239,Village_27239,Maharashtra,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,8.03,980.0,4.89,,,0.041,0.9,unsafe,,,60.0
27240,Village_27240,Uttar Pradesh,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,8.31,344.0,1.05,,,0.044,1.22,unsafe,,,90.0
27241,Village_27241,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.15,1080.0,2.44,,,0.056,2.43,unsafe,,,70.0
27242,Village_27242,Bihar,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.03,1341.0,3.56,,,0.014,2.99,unsafe,,,70.0
27243,Village_27243,Gujarat,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,7.85,226.0,1.09,,,0.052,2.99,unsafe,,,85.0
27244,Village_27244,Gujarat,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.41,1441.0,2.99,,,0.043,2.03,unsafe,,,70.0
27245,Village_27245,Gujarat,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.32,1241.0,2.77,,,0.011,1.79,unsafe,,,70.0
27246,Village_27246,Rajasthan,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.82,1264.0,2.54,,,0.077,0.31,unsafe,,,75.0
27247,Village_27247,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.32,584.0,2.28,,,0.038,2.13,unsafe,,,70.0
27248,Village_27248,Rajasthan,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,6.61,746.0,1.55,,,0.089,2.59,unsafe,,,70.0
27249,Village_27249,Bihar,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,6.7,880.0,2.67,,,0.035,0.29,unsafe,,,75.0
27250,Village_27250,Rajasthan,Patna,patna,groundwater,village_water_quality_50000.csv,,,,6.51,488.0,3.89,,,0.03,2.0,unsafe,,,85.0
27251,Village_27251,Bihar,Nagpur,nagpur,groundwater,village_water_quality_50000.csv,,,,7.18,901.0,4.88,,,0.043,2.58,unsafe,,,55.0
27252,Village_27252,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,7.12,539.0,1.51,,,0.021,2.99,unsafe,,,70.0
27253,Village_27253,Tamil Nadu,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.02,591.0,3.11,,,0.097,1.9,unsafe,,,70.0
27254,Village_27254,Rajasthan,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.42,1433.0,4.26,,,0.021,0.23,unsafe,,,60.0
27255,Village_27255,Madhya Pradesh,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.82,1119.0,1.98,,,0.032,2.39,unsafe,,,70.0
27256,Village_27256,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.91,384.0,2.52,,,0.074,2.49,unsafe,,,85.0
27257,Village_27257,West Bengal,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.23,1191.0,1.71,,,0.045,0.41,unsafe,,,75.0
27258,Village_27258,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,7.86,767.0,3.12,,,0.048,1.65,unsafe,,,70.0
27259,Village_27259,West Bengal,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,6.76,892.0,2.13,,,0.029,0.26,unsafe,,,75.0
27260,Village_27260,Uttar Pradesh,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.63,423.0,3.47,,,0.069,0.45,unsafe,,,90.0
27261,Village_27261,Maharashtra,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,8.26,368.0,5.0,,,0.054,2.74,unsafe,,,70.0
27262,Village_27262,Uttar Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,8.09,665.0,4.2,,,0.038,0.83,unsafe,,,60.0
27263,Village_27263,West Bengal,Muzaffarnagar,muzaffarnagar,groundwater,village_water_quality_50000.csv,,,,6.66,829.0,1.81,,,0.001,1.72,unsafe,,,80.0
27264,Village_27264,Madhya Pradesh,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,7.01,1380.0,1.24,,,0.024,0.85,unsafe,,,75.0
27265,Village_27265,Bihar,Chennai,chennai,groundwater,village_water_quality_50000.csv,,,,6.87,875.0,4.06,,,0.07,2.02,unsafe,,,55.0
27266,Village_27266,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.29,1046.0,4.02,,,0.004,0.69,unsafe,,,70.0
27267,Village_27267,Tamil Nadu,Bhopal,bhopal,groundwater,village_water_quality_50000.csv,,,,7.0,873.0,1.53,,,0.065,1.06,unsafe,,,75.0
27268,Village_27268,Maharashtra,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.18,1286.0,1.58,,,0.018,0.21,unsafe,,,75.0
27269,Village_27269,West Bengal,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.99,684.0,4.46,,,0.041,1.77,unsafe,,,55.0
27270,Village_27270,Bihar,Patna,patna,groundwater,village_water_quality_50000.csv,,,,8.12,675.0,1.5,,,0.044,2.75,unsafe,,,70.0
27271,Village_27271,Maharashtra,Ahmedabad,ahmedabad,groundwater,village_water_quality_50000.csv,,,,6.74,493.0,1.59,,,0.025,0.69,unsafe,,,90.0
27272,Village_27272,Rajasthan,Kolkata,kolkata,groundwater,village_water_quality_50000.csv,,,,7.68,1056.0,2.8,,,0.048,2.67,unsafe,,,70.0
27273,Village_27273,Gujarat,Patna,patna,groundwater,village_water_quality_50000.csv,,,,7.83,271.0,1.0,,,0.039,0.21,unsafe,,,90.0
27274,Village_27274,Madhya Pradesh,Jaipur,jaipur,groundwater,village_water_quality_50000.csv,,,,8.27,1074.0,1.45,,,0.089,0.39,unsafe,,,75.0
