Village_ID,Village,State,District,Water_Source,pH,TDS,Hardness,Fluoride,Arsenic,Quality_Status
27329,Village_27329,West Bengal,Muzaffarnagar,Groundwater,7.61,1196,440,2.66,0.082,Unsafe
27330,Village_27330,Madhya Pradesh,Nagpur,Groundwater,8.48,545,105,2.05,0.017,Unsafe
27331,Village_27331,Madhya Pradesh,Kolkata,Groundwater,7.14,276,365,2.6,0.046,Unsafe
27332,Village_27332,Uttar Pradesh,Chennai,Groundwater,7.2,1387,452,1.92,0.013,Unsafe
27333,Village_27333,Rajasthan,Nagpur,Groundwater,7.13,447,361,1.91,0.077,Unsafe
27334,Village_27334,Bihar,Bhopal,Groundwater,8.04,1446,412,1.32,0.081,Unsafe
27335,Village_27335,West Bengal,Bhopal,Groundwater,7.92,1033,283,0.24,0.016,Unsafe
27336,Village_27336,Madhya Pradesh,Bhopal,Groundwater,6.82,1308,403,1.11,0.095,Unsafe
27337,Village_27337,Rajasthan,Nagpur,Groundwater,7.15,923,179,1.02,0.075,Unsafe
27338,Village_27338,Bihar,Jaipur,Groundwater,7.75,518,447,1.4,0.016,Unsafe
27339,Village_27339,Uttar Pradesh,Muzaffarnagar,Groundwater,7.49,1327,448,2.23,0.062,Unsafe
27340,Village_27340,Gujarat,Patna,Groundwater,8.44,1170,448,1.72,0.035,Unsafe
27341,Village_27341,West Bengal,Nagpur,Groundwater,7.35,1191,417,2.92,0.054,Unsafe
27342,Village_27342,Madhya Pradesh,Ahmedabad,Groundwater,7.06,614,244,0.3,0.029,Unsafe
27343,Village_27343,Uttar Pradesh,Muzaffarnagar,Groundwater,7.67,1129,411,1.24,0.016,Unsafe
27344,Village_27344,Rajasthan,Kolkata,Groundwater,7.91,617,134,2.84,0.029,Unsafe
27345,Village_27345,Madhya Pradesh,Ahmedabad,Groundwater,8.0,342,400,0.28,0.078,Unsafe
27346,Village_27346,West Bengal,Ahmedabad,Groundwater,8.11,459,190,1.52,0.07,Unsafe
27347,Village_27347,Tamil Nadu,Chennai,Groundwater,6.77,515,396,2.44,0.098,Unsafe
27348,Village_27348,Uttar Pradesh,Nagpur,Groundwater,7.95,375,184,2.69,0.006,Unsafe
27349,Village_27349,Madhya Pradesh,Jaipur,Groundwater,6.53,304,437,2.14,0.005,Unsafe
27350,Village_27350,Bihar,Nagpur,Groundwater,7.72,714,395,2.73,0.005,Unsafe
27351,Village_27351,Madhya Pradesh,Muzaffarnagar,Groundwater,7.07,638,234,2.51,0.053,Unsafe
27352,Village_27352,Tamil Nadu,Patna,Groundwater,7.75,1299,475,0.55,0.046,Unsafe
27353,Village_27353,Bihar,Ahmedabad,Groundwater,8.3,679,351,1.94,0.093,Unsafe
27354,Village_27354,Rajasthan,Bhopal,Groundwater,6.92,959,430,1.25,0.068,Unsafe
27355,Village_27355,Gujarat,Bhopal,Groundwater,6.8,591,449,2.89,0.093,Unsafe
27356,Village_27356,Bihar,Bhopal,Groundwater,8.4,765,195,1.41,0.013,Unsafe
27357,Village_27357,Rajasthan,Nagpur,Groundwater,7.47,414,249,2.79,0.035,Unsafe
27358,Village_27358,Rajasthan,Kolkata,Groundwater,8.39,1351,282,2.29,0.056,Unsafe
27359,Village_27359,Bihar,Jaipur,Groundwater,8.39,1409,111,0.45,0.051,Unsafe
27360,Village_27360,West Bengal,Muzaffarnagar,Groundwater,8.25,1165,168,1.16,0.041,Unsafe
27361,Village_27361,Rajasthan,Patna,Groundwater,8.13,960,295,0.25,0.078,Unsafe
27362,Village_27362,Bihar,Patna,Groundwater,7.02,402,416,2.27,0.049,Unsafe
27363,Village_27363,Madhya Pradesh,Bhopal,Groundwater,8.39,550,215,0.53,0.027,Unsafe
27364,Village_27364,Bihar,Ahmedabad,Groundwater,8.15,356,166,1.69,0.034,Unsafe
27365,Village_27365,Gujarat,Nagpur,Groundwater,6.78,1150,497,2.05,0.097,Unsafe
27366,Village_27366,Madhya Pradesh,Muzaffarnagar,Groundwater,8.05,807,164,0.93,0.022,Unsafe
27367,Village_27367,Uttar Pradesh,Ahmedabad,Groundwater,8.18,1148,298,0.96,0.083,Unsafe
27368,Village_27368,Maharashtra,Jaipur,Groundwater,6.6,1300,251,0.37,0.059,Unsafe
27369,Village_27369,Tamil Nadu,Nagpur,Groundwater,7.6,1327,450,1.68,0.024,Unsafe
27370,Village_27370,Madhya Pradesh,Kolkata,Groundwater,6.76,476,409,1.19,0.089,Unsafe
27371,Village_27371,Tamil Nadu,Nagpur,Groundwater,7.64,954,119,2.99,0.059,Unsafe
27372,Village_27372,Uttar Pradesh,Ahmedabad,Groundwater,6.64,352,360,1.35,0.006,Safe
27373,Village_27373,Rajasthan,Patna,Groundwater,7.2,900,219,1.18,0.084,Unsafe
27374,Village_27374,Gujarat,Jaipur,Groundwater,7.56,1400,281,2.23,0.012,Unsafe
27375,Village_27375,West Bengal,Jaipur,Groundwater,8.32,1000,479,0.38,0.088,Unsafe
27376,Village_27376,Gujarat,Muzaffarnagar,Groundwater,7.33,987,131,2.75,0.026,Unsafe
27377,Village_27377,Tamil Nadu,Bhopal,Groundwater,6.64,221,245,1.92,0.035,Unsafe
27378,Village_27378,West Bengal,Chennai,Groundwater,8.05,1084,181,2.21,0.073,Unsafe
27379,Village_27379,West Bengal,Kolkata,Groundwater,7.98,1424,275,1.72,0.023,Unsafe
27380,Village_27380,Madhya Pradesh,Nagpur,Groundwater,7.98,938,421,2.11,0.091,Unsafe
27381,Village_27381,Uttar Pradesh,Nagpur,Groundwater,6.92,513,225,0.3,0.084,Unsafe
27382,Village_27382,Uttar Pradesh,Ahmedabad,Groundwater,6.89,787,296,0.83,0.094,Unsafe
27383,Village_27383,Maharashtra,Patna,Groundwater,8.47,813,176,2.89,0.071,Unsafe
27384,Village_27384,Bihar,Jaipur,Groundwater,7.44,528,129,2.3,0.064,Unsafe
27385,Village_27385,Rajasthan,Kolkata,Groundwater,7.78,542,174,0.25,0.024,Unsafe
27386,Village_27386,Gujarat,Ahmedabad,Groundwater,7.71,1135,157,0.29,0.026,Unsafe
27387,Village_27387,Rajasthan,Bhopal,Groundwater,7.71,1152,233,2.55,0.083,Unsafe
27388,Village_27388,Maharashtra,Bhopal,Groundwater,8.5,1352,460,1.01,0.054,Unsafe
27389,Village_27389,Tamil Nadu,Bhopal,Groundwater,7.93,218,385,2.74,0.038,Unsafe
27390,Village_27390,Rajasthan,Nagpur,Groundwater,8.39,931,387,1.34,0.064,Unsafe
27391,Village_27391,Tamil Nadu,Chennai,Groundwater,7.05,903,353,1.68,0.033,Unsafe
27392,Village_27392,Tamil Nadu,Kolkata,Groundwater,7.71,932,495,0.85,0.039,Unsafe
27393,Village_27393,West Bengal,Jaipur,Groundwater,6.93,910,413,1.15,0.003,Unsafe
27394,Village_27394,Tamil Nadu,Muzaffarnagar,Groundwater,6.74,1116,428,2.48,0.065,Unsafe
27395,Village_27395,Uttar Pradesh,Kolkata,Groundwater,6.99,922,111,2.04,0.035,Unsafe
27396,Village_27396,Bihar,Ahmedabad,Groundwater,6.85,833,473,1.45,0.052,Unsafe
27397,Village_27397,Uttar Pradesh,Nagpur,Groundwater,7.74,907,478,1.71,0.084,Unsafe
27398,Village_27398,Bihar,Nagpur,Groundwater,8.27,1085,233,2.81,0.091,Unsafe
27399,Village_27399,Uttar Pradesh,Muzaffarnagar,Groundwater,6.7,481,274,2.79,0.061,Unsafe
27400,Village_27400,Tamil Nadu,Kolkata,Groundwater,7.5,1054,414,2.28,0.081,Unsafe
27401,Village_27401,West Bengal,Muzaffarnagar,Groundwater,8.19,654,134,1.71,0.015,Unsafe
27402,Village_27402,Gujarat,Nagpur,Groundwater,8.39,1445,474,1.01,0.062,Unsafe
27403,Village_27403,West Bengal,Jaipur,Groundwater,6.55,499,381,0.23,0.085,Unsafe
27404,Village_27404,Maharashtra,Patna,Groundwater,8.26,536,304,1.08,0.056,Unsafe
27405,Village_27405,Gujarat,Muzaffarnagar,Groundwater,7.31,495,400,2.61,0.088,Unsafe
27406,Village_27406,Madhya Pradesh,Muzaffarnagar,Groundwater,8.13,1138,173,1.43,0.032,Unsafe
27407,Village_27407,Gujarat,Jaipur,Groundwater,7.05,794,429,1.22,0.023,Unsafe
27408,Village_27408,Bihar,Bhopal,Groundwater,7.41,658,226,1.02,0.041,Unsafe
27409,Village_27409,Madhya Pradesh,Jaipur,Groundwater,8.02,1048,415,2.53,0.062,Unsafe
27410,Village_27410,West Bengal,Kolkata,Groundwater,7.37,1399,382,1.93,0.027,Unsafe
27411,Village_27411,Madhya Pradesh,Bhopal,Groundwater,7.35,1078,151,2.79,0.052,Unsafe
27412,Village_27412,Tamil Nadu,Jaipur,Groundwater,8.05,1005,462,0.39,0.048,Unsafe
27413,Village_27413,Tamil Nadu,Patna,Groundwater,6.9,1208,497,0.62,0.053,Unsafe
27414,Village_27414,Uttar Pradesh,Kolkata,Groundwater,7.38,1350,416,2.06,0.008,Unsafe
27415,Village_27415,Uttar Pradesh,Chennai,Groundwater,8.45,409,266,2.09,0.06,Unsafe
27416,Village_27416,West Bengal,Bhopal,Groundwater,8.11,1093,226,0.69,0.047,Unsafe
27417,Village_27417,West Bengal,Muzaffarnagar,Groundwater,6.57,1059,289,1.24,0.028,Unsafe
27418,Village_27418,Rajasthan,Patna,Groundwater,7.84,1071,419,0.65,0.092,Unsafe
27419,Village_27419,Tamil Nadu,Muzaffarnagar,Groundwater,6.58,844,215,1.11,0.044,Unsafe
27420,Village_27420,Gujarat,Ahmedabad,Groundwater,7.64,313,235,0.69,0.016,Unsafe
27421,Village_27421,Madhya Pradesh,Chennai,Groundwater,7.94,1033,488,1.53,0.071,Unsafe
27422,Village_27422,West Bengal,Patna,Groundwater,8.37,337,472,0.89,0.093,Unsafe
27423,Village_27423,Maharashtra,Jaipur,Groundwater,6.82,1023,133,2.19,0.042,Unsafe
27424,Village_27424,Gujarat,Bhopal,Groundwater,7.19,799,463,1.94,0.075,Unsafe
27425,Village_27425,Maharashtra,Muzaffarnagar,Groundwater,6.53,393,137,0.87,0.088,Unsafe
27426,Village_27426,Rajasthan,Bhopal,Groundwater,7.8,1442,425,0.74,0.019,Unsafe
27427,Village_27427,Maharashtra,Patna,Groundwater,6.71,1224,441,2.59,0.099,Unsafe
27428,Village_27428,West Bengal,Patna,Groundwater,7.39,1331,257,1.59,0.065,Unsafe
27429,Village_27429,Uttar Pradesh,Ahmedabad,Groundwater,8.36,345,288,1.48,0.041,Unsafe
27430,Village_27430,Rajasthan,Nagpur,Groundwater,7.22,348,445,1.61,0.025,Unsafe
27431,Village_27431,Madhya Pradesh,Patna,Groundwater,7.21,639,358,0.86,0.007,Unsafe
27432,Village_27432,Gujarat,Chennai,Groundwater,7.65,1030,317,0.87,0.08,Unsafe
27433,Village_27433,West Bengal,Bhopal,Groundwater,7.1,1064,255,2.93,0.058,Unsafe
27434,Village_27434,West Bengal,Ahmedabad,Groundwater,7.79,965,103,2.57,0.072,Unsafe
27435,Village_27435,Uttar Pradesh,Nagpur,Groundwater,8.19,1254,119,2.08,0.071,Unsafe
27436,Village_27436,West Bengal,Patna,Groundwater,7.64,1115,354,0.56,0.095,Unsafe
27437,Village_27437,Rajasthan,Kolkata,Groundwater,6.9,1276,463,0.37,0.062,Unsafe
27438,Village_27438,Uttar Pradesh,Nagpur,Groundwater,7.02,1333,488,1.58,0.08,Unsafe
27439,Village_27439,Gujarat,Chennai,Groundwater,7.35,840,168,0.47,0.08,Unsafe
27440,Village_27440,Gujarat,Muzaffarnagar,Groundwater,8.1,583,480,2.17,0.064,Unsafe
27441,Village_27441,Madhya Pradesh,Patna,Groundwater,7.69,675,314,1.05,0.098,Unsafe
27442,Village_27442,Uttar Pradesh,Jaipur,Groundwater,6.51,1341,326,1.36,0.012,Unsafe
27443,Village_27443,Tamil Nadu,Kolkata,Groundwater,7.46,742,257,2.79,0.076,Unsafe
27444,Village_27444,Tamil Nadu,Kolkata,Groundwater,6.95,510,447,1.15,0.01,Unsafe
27445,Village_27445,Maharashtra,Bhopal,Groundwater,7.18,1027,394,1.7,0.056,Unsafe
27446,Village_27446,Rajasthan,Nagpur,Groundwater,6.86,230,461,2.09,0.037,Unsafe
27447,Village_27447,Rajasthan,Bhopal,Groundwater,8.19,1408,486,0.76,0.096,Unsafe
27448,Village_27448,Rajasthan,Patna,Groundwater,7.91,1399,390,0.92,0.059,Unsafe
27449,Village_27449,Bihar,Patna,Groundwater,7.56,1281,229,0.81,0.041,Unsafe
27450,Village_27450,Tamil Nadu,Patna,Groundwater,6.85,1294,171,1.39,0.028,Unsafe
27451,Village_27451,West Bengal,Nagpur,Groundwater,6.52,460,358,0.28,0.009,Safe
27452,Village_27452,West Bengal,Kolkata,Groundwater,7.61,871,113,2.76,0.004,Unsafe
27453,Village_27453,Tamil Nadu,Chennai,Groundwater,7.32,1425,277,1.36,0.035,Unsafe
27454,Village_27454,Uttar Pradesh,Bhopal,Groundwater,7.33,979,484,2.32,0.0,Unsafe
27455,Village_27455,Madhya Pradesh,Nagpur,Groundwater,7.42,952,143,2.54,0.078,Unsafe
27456,Village_27456,Madhya Pradesh,Kolkata,Groundwater,6.91,728,313,2.23,0.055,Unsafe
27457,Village_27457,Uttar Pradesh,Jaipur,Groundwater,6.75,269,479,1.42,0.082,Unsafe
27458,Village_27458,Maharashtra,Patna,Groundwater,7.66,1067,314,1.38,0.078,Unsafe
27459,Village_27459,Rajasthan,Bhopal,Groundwater,8.47,664,272,0.29,0.088,Unsafe
27460,Village_27460,Bihar,Muzaffarnagar,Groundwater,8.11,255,217,0.71,0.052,Unsafe
27461,Village_27461,West Bengal,Patna,Groundwater,7.89,825,355,2.63,0.047,Unsafe
27462,Village_27462,Gujarat,Chennai,Groundwater,8.25,495,173,0.55,0.072,Unsafe
27463,Village_27463,West Bengal,Kolkata,Groundwater,7.26,681,271,2.92,0.097,Unsafe
27464,Village_27464,Tamil Nadu,Jaipur,Groundwater,7.71,490,285,1.98,0.096,Unsafe
27465,Village_27465,Rajasthan,Bhopal,Groundwater,7.29,382,445,2.04,0.073,Unsafe
27466,Village_27466,Tamil Nadu,Kolkata,Groundwater,6.83,603,324,0.23,0.078,Unsafe
27467,Village_27467,Madhya Pradesh,Bhopal,Groundwater,7.87,290,164,1.9,0.085,Unsafe
27468,Village_27468,Rajasthan,Nagpur,Groundwater,7.62,1280,368,2.95,0.099,Unsafe
27469,Village_27469,Bihar,Chennai,Groundwater,7.92,1011,193,1.83,0.014,Unsafe
27470,Village_27470,Rajasthan,Chennai,Groundwater,7.28,486,188,1.87,0.082,Unsafe
27471,Village_27471,Bihar,Chennai,Groundwater,7.85,1309,241,0.28,0.083,Unsafe
27472,Village_27472,West Bengal,Kolkata,Groundwater,7.29,545,418,2.59,0.005,Unsafe
27473,Village_27473,Maharashtra,Bhopal,Groundwater,6.57,514,110,1.62,0.003,Unsafe
27474,Village_27474,Rajasthan,Chennai,Groundwater,7.57,1136,246,0.8,0.09,Unsafe
27475,Village_27475,West Bengal,Chennai,Groundwater,8.17,992,496,2.59,0.06,Unsafe
27476,Village_27476,Rajasthan,Bhopal,Groundwater,7.33,975,485,0.86,0.087,Unsafe
27477,Village_27477,Maharashtra,Kolkata,Groundwater,7.15,254,170,3.0,0.011,Unsafe
27478,Village_27478,Rajasthan,Ahmedabad,Groundwater,7.18,390,284,1.91,0.018,Unsafe
27479,Village_27479,Bihar,Patna,Groundwater,7.33,244,327,2.03,0.044,Unsafe
27480,Village_27480,West Bengal,Bhopal,Groundwater,8.32,1106,427,1.06,0.01,Unsafe
27481,Village_27481,Bihar,Nagpur,Groundwater,6.89,1286,471,2.41,0.057,Unsafe
27482,Village_27482,Tamil Nadu,Kolkata,Groundwater,8.0,1247,387,1.29,0.062,Unsafe
27483,Village_27483,Bihar,Nagpur,Groundwater,7.38,801,463,0.51,0.037,Unsafe
27484,Village_27484,Madhya Pradesh,Jaipur,Groundwater,7.02,520,388,1.73,0.064,Unsafe
27485,Village_27485,Tamil Nadu,Chennai,Groundwater,7.1,866,369,2.7,0.004,Unsafe
27486,Village_27486,Uttar Pradesh,Jaipur,Groundwater,8.07,1395,488,0.69,0.02,Unsafe
27487,Village_27487,Gujarat,Bhopal,Groundwater,6.53,831,210,1.15,0.1,Unsafe
27488,Village_27488,Gujarat,Kolkata,Groundwater,6.86,792,311,2.99,0.029,Unsafe
27489,Village_27489,Madhya Pradesh,Ahmedabad,Groundwater,7.32,290,491,0.91,0.049,Unsafe
27490,Village_27490,Madhya Pradesh,Jaipur,Groundwater,6.94,651,161,1.28,0.078,Unsafe
27491,Village_27491,Rajasthan,Patna,Groundwater,7.53,1188,217,0.54,0.068,Unsafe
27492,Village_27492,Madhya Pradesh,Bhopal,Groundwater,6.84,996,406,1.62,0.087,Unsafe
27493,Village_27493,Madhya Pradesh,Patna,Groundwater,7.93,285,199,0.79,0.092,Unsafe
27494,Village_27494,Gujarat,Muzaffarnagar,Groundwater,6.8,1341,451,2.84,0.064,Unsafe
27495,Village_27495,West Bengal,Nagpur,Groundwater,7.47,705,327,0.83,0.043,Unsafe
27496,Village_27496,Maharashtra,Jaipur,Groundwater,8.31,466,277,2.91,0.056,Unsafe
27497,Village_27497,Maharashtra,Bhopal,Groundwater,7.93,1225,261,1.83,0.029,Unsafe
27498,Village_27498,Madhya Pradesh,Jaipur,Groundwater,6.67,1470,223,1.11,0.021,Unsafe
27499,Village_27499,Maharashtra,Bhopal,Groundwater,8.26,927,251,1.82,0.096,Unsafe
27500,Village_27500,Gujarat,Jaipur,Groundwater,8.04,341,202,0.69,0.079,Unsafe
27501,Village_27501,Madhya Pradesh,Ahmedabad,Groundwater,6.95,950,153,1.91,0.096,Unsafe
27502,Village_27502,West Bengal,Ahmedabad,Groundwater,6.91,906,488,1.2,0.055,Unsafe
27503,Village_27503,Madhya Pradesh,Jaipur,Groundwater,7.58,791,276,2.56,0.001,Unsafe
27504,Village_27504,Gujarat,Chennai,Groundwater,7.04,1328,227,1.0,0.027,Unsafe
27505,Village_27505,Madhya Pradesh,Patna,Groundwater,7.18,1016,380,1.45,0.053,Unsafe
27506,Village_27506,Maharashtra,Jaipur,Groundwater,7.06,248,388,2.55,0.033,Unsafe
27507,Village_27507,Maharashtra,Nagpur,Groundwater,6.7,929,171,1.53,0.007,Unsafe
27508,Village_27508,Tamil Nadu,Ahmedabad,Groundwater,6.55,765,376,1.71,0.081,Unsafe
27509,Village_27509,Madhya Pradesh,Jaipur,Groundwater,6.78,1403,171,2.85,0.097,Unsafe
27510,Village_27510,Tamil Nadu,Chennai,Groundwater,7.39,1147,243,2.94,0.029,Unsafe
27511,Village_27511,Rajasthan,Jaipur,Groundwater,7.36,698,405,2.05,0.025,Unsafe
27512,Village_27512,West Bengal,Bhopal,Groundwater,7.51,1019,270,0.23,0.007,Unsafe
27513,Village_27513,Rajasthan,Muzaffarnagar,Groundwater,6.52,853,281,1.57,0.027,Unsafe
27514,Village_27514,Rajasthan,Patna,Groundwater,7.41,469,491,1.28,0.089,Unsafe
27515,Village_27515,West Bengal,Nagpur,Groundwater,8.32,296,384,0.48,0.074,Unsafe
27516,Village_27516,West Bengal,Jaipur,Groundwater,6.88,1191,269,2.89,0.082,Unsafe
27517,Village_27517,Madhya Pradesh,Ahmedabad,Groundwater,6.65,557,389,1.22,0.062,Unsafe
27518,Village_27518,Rajasthan,Patna,Groundwater,7.77,527,164,2.62,0.029,Unsafe
27519,Village_27519,Maharashtra,Chennai,Groundwater,8.34,563,216,1.66,0.012,Unsafe
27520,Village_27520,Tamil Nadu,Nagpur,Groundwater,8.06,787,159,1.52,0.05,Unsafe
27521,Village_27521,Rajasthan,Ahmedabad,Groundwater,6.82,865,350,0.76,0.066,Unsafe
27522,Village_27522,Gujarat,Jaipur,Groundwater,7.12,229,235,1.93,0.062,Unsafe
27523,Village_27523,Rajasthan,Ahmedabad,Groundwater,7.41,1167,164,2.73,0.096,Unsafe
27524,Village_27524,West Bengal,Chennai,Groundwater,7.19,750,142,1.97,0.059,Unsafe
27525,Village_27525,Gujarat,Patna,Groundwater,7.8,1412,492,0.3,0.073,Unsafe
27526,Village_27526,Rajasthan,Bhopal,Groundwater,7.96,811,139,1.15,0.06,Unsafe
27527,Village_27527,Tamil Nadu,Bhopal,Groundwater,8.19,398,163,2.59,0.071,Unsafe
27528,Village_27528,Gujarat,Chennai,Groundwater,7.78,428,100,1.49,0.038,Unsafe
27529,Village_27529,Maharashtra,Kolkata,Groundwater,6.71,1195,304,1.35,0.012,Unsafe
27530,Village_27530,Tamil Nadu,Ahmedabad,Groundwater,6.51,485,144,0.83,0.006,Safe
27531,Village_27531,Gujarat,Chennai,Groundwater,6.87,1362,146,1.33,0.054,Unsafe
27532,Village_27532,Madhya Pradesh,Jaipur,Groundwater,7.39,815,198,0.63,0.022,Unsafe
27533,Village_27533,Rajasthan,Chennai,Groundwater,7.63,1150,407,1.8,0.009,Unsafe
27534,Village_27534,Tamil Nadu,Muzaffarnagar,Groundwater,6.97,332,352,2.42,0.079,Unsafe
27535,Village_27535,Bihar,Ahmedabad,Groundwater,8.4,1278,188,1.23,0.058,Unsafe
27536,Village_27536,Bihar,Kolkata,Groundwater,7.0,312,239,1.22,0.024,Unsafe
27537,Village_27537,Gujarat,Muzaffarnagar,Groundwater,6.99,1290,446,2.54,0.029,Unsafe
27538,Village_27538,West Bengal,Muzaffarnagar,Groundwater,6.85,363,150,0.84,0.077,Unsafe
27539,Village_27539,Bihar,Ahmedabad,Groundwater,7.32,1416,246,1.14,0.042,Unsafe
27540,Village_27540,Rajasthan,Patna,Groundwater,7.46,897,182,0.62,0.03,Unsafe
27541,Village_27541,Rajasthan,Nagpur,Groundwater,7.49,1076,262,2.71,0.084,Unsafe
27542,Village_27542,Madhya Pradesh,Muzaffarnagar,Groundwater,7.1,445,139,2.87,0.027,Unsafe
27543,Village_27543,West Bengal,Patna,Groundwater,8.42,378,181,2.79,0.067,Unsafe
27544,Village_27544,Rajasthan,Patna,Groundwater,7.26,1119,241,0.51,0.09,Unsafe
27545,Village_27545,Gujarat,Nagpur,Groundwater,6.69,1457,287,1.3,0.016,Unsafe
27546,Village_27546,Bihar,Kolkata,Groundwater,7.27,1284,138,2.05,0.036,Unsafe
27547,Village_27547,Gujarat,Nagpur,Groundwater,7.34,551,116,0.42,0.088,Unsafe
27548,Village_27548,Rajasthan,Kolkata,Groundwater,7.12,1112,349,1.79,0.068,Unsafe
27549,Village_27549,Maharashtra,Ahmedabad,Groundwater,7.21,793,372,2.59,0.096,Unsafe
27550,Village_27550,Uttar Pradesh,Bhopal,Groundwater,8.31,524,279,2.58,0.055,Unsafe
27551,Village_27551,Madhya Pradesh,Muzaffarnagar,Groundwater,8.18,508,214,0.97,0.038,Unsafe
27552,Village_27552,Uttar Pradesh,Chennai,Groundwater,7.0,1418,173,0.7,0.074,Unsafe
27553,Village_27553,Maharashtra,Kolkata,Groundwater,6.56,1353,279,1.85,0.023,Unsafe
27554,Village_27554,Rajasthan,Muzaffarnagar,Groundwater,6.82,1249,404,0.65,0.083,Unsafe
27555,Village_27555,Rajasthan,Nagpur,Groundwater,6.6,536,383,0.79,0.064,Unsafe
27556,Village_27556,Maharashtra,Nagpur,Groundwater,7.33,1248,367,0.93,0.069,Unsafe
27557,Village_27557,Rajasthan,Ahmedabad,Groundwater,8.48,699,220,2.73,0.031,Unsafe
27558,Village_27558,Maharashtra,Nagpur,Groundwater,6.68,605,306,0.34,0.085,Unsafe
27559,Village_27559,Bihar,Muzaffarnagar,Groundwater,8.19,1412,202,2.53,0.03,Unsafe
27560,Village_27560,Bihar,Ahmedabad,Groundwater,8.14,917,382,1.24,0.043,Unsafe
27561,Village_27561,Bihar,Bhopal,Groundwater,7.39,708,444,0.44,0.097,Unsafe
27562,Village_27562,Bihar,Kolkata,Groundwater,8.17,1402,351,2.57,0.098,Unsafe
27563,Village_27563,Maharashtra,Patna,Groundwater,7.28,277,483,0.78,0.039,Unsafe
27564,Village_27564,West Bengal,Muzaffarnagar,Groundwater,6.87,629,408,0.23,0.038,Unsafe
27565,Village_27565,Tamil Nadu,Bhopal,Groundwater,7.59,1017,290,2.77,0.015,Unsafe
27566,Village_27566,West Bengal,Patna,Groundwater,7.33,1051,237,2.44,0.045,Unsafe
27567,Village_27567,Maharashtra,Kolkata,Groundwater,8.29,1103,183,1.67,0.06,Unsafe
27568,Village_27568,Bihar,Muzaffarnagar,Groundwater,6.58,364,436,2.42,0.08,Unsafe
27569,Village_27569,Maharashtra,Ahmedabad,Groundwater,6.98,487,317,0.68,0.006,Safe
27570,Village_27570,Bihar,Bhopal,Groundwater,8.47,942,218,1.66,0.094,Unsafe
27571,Village_27571,West Bengal,Nagpur,Groundwater,7.03,944,268,1.63,0.031,Unsafe
27572,Village_27572,Bihar,Patna,Groundwater,6.98,1267,152,2.82,0.063,Unsafe
27573,Village_27573,Bihar,Patna,Groundwater,6.53,1048,261,0.96,0.019,Unsafe
27574,Village_27574,Uttar Pradesh,Bhopal,Groundwater,7.27,786,123,2.72,0.029,Unsafe
27575,Village_27575,Madhya Pradesh,Patna,Groundwater,6.69,980,491,2.62,0.093,Unsafe
27576,Village_27576,Rajasthan,Patna,Groundwater,7.47,1402,148,0.66,0.084,Unsafe
27577,Village_27577,West Bengal,Chennai,Groundwater,7.44,980,426,1.49,0.074,Unsafe
27578,Village_27578,West Bengal,Chennai,Groundwater,8.16,1262,389,2.66,0.05,Unsafe
27579,Village_27579,West Bengal,Bhopal,Groundwater,8.49,947,489,1.6,0.083,Unsafe
27580,Village_27580,Uttar Pradesh,Patna,Groundwater,8.28,1470,344,1.16,0.062,Unsafe
27581,Village_27581,Rajasthan,Kolkata,Groundwater,7.61,910,348,0.42,0.007,Unsafe
27582,Village_27582,West Bengal,Jaipur,Groundwater,8.03,383,439,1.57,0.084,Unsafe
27583,Village_27583,Gujarat,Nagpur,Groundwater,6.67,440,357,1.4,0.076,Unsafe
27584,Village_27584,Tamil Nadu,Patna,Groundwater,8.23,644,433,0.54,0.046,Unsafe
27585,Village_27585,Bihar,Bhopal,Groundwater,7.89,735,488,1.62,0.093,Unsafe
27586,Village_27586,Bihar,Ahmedabad,Groundwater,6.63,270,440,0.89,0.078,Unsafe
27587,Village_27587,Bihar,Ahmedabad,Groundwater,7.39,1233,265,1.46,0.016,Unsafe
27588,Village_27588,Tamil Nadu,Patna,Groundwater,7.37,459,287,2.79,0.005,Unsafe
27589,Village_27589,Gujarat,Muzaffarnagar,Groundwater,6.98,1425,113,2.58,0.068,Unsafe
27590,Village_27590,West Bengal,Kolkata,Groundwater,6.81,641,176,1.74,0.075,Unsafe
27591,Village_27591,Maharashtra,Ahmedabad,Groundwater,7.18,877,305,1.84,0.024,Unsafe
27592,Village_27592,Maharashtra,Kolkata,Groundwater,6.73,1423,335,2.9,0.031,Unsafe
27593,Village_27593,Uttar Pradesh,Kolkata,Groundwater,6.82,937,226,2.62,0.054,Unsafe
27594,Village_27594,Bihar,Muzaffarnagar,Groundwater,6.95,995,190,0.61,0.076,Unsafe
27595,Village_27595,Madhya Pradesh,Ahmedabad,Groundwater,8.3,409,370,2.22,0.098,Unsafe
27596,Village_27596,Maharashtra,Bhopal,Groundwater,7.32,946,231,2.75,0.09,Unsafe
27597,Village_27597,Tamil Nadu,Ahmedabad,Groundwater,6.74,1247,255,2.62,0.025,Unsafe
27598,Village_27598,West Bengal,Ahmedabad,Groundwater,6.75,266,329,2.4,0.042,Unsafe
27599,Village_27599,West Bengal,Patna,Groundwater,8.08,1285,481,2.43,0.004,Unsafe
27600,Village_27600,Tamil Nadu,Jaipur,Groundwater,6.56,471,264,1.62,0.04,Unsafe
27601,Village_27601,Gujarat,Ahmedabad,Groundwater,6.78,413,323,0.62,0.007,Safe
